123, 94
112, 92
97, 98
87, 90
89, 87
86, 83
93, 82
87, 81
116, 65
104, 77
84, 87
95, 71
94, 83
94, 77
74, 82
110, 77
74, 78
86, 69
79, 76
82, 75
90, 67
91, 63
53, 89
61, 79
67, 72
69, 69
84, 65
69, 71
81, 62
62, 77
65, 69
77, 60
69, 65
87, 52
105, 64
61, 28
45, 73
56, 32
56, 13
58, 20
49, 15
41, 22
20, 28
75, 0
46, 14
26, 0
22, 9
23, 0
10, 9
0, 0
0, 0
